,ST_Rev
19710817,   0.16
19710818,   0.45
19710819,   0.18
19710820,   0.18
19710823,  -0.11
19710824,   0.18
19710825,   0.36
19710826,   0.08
19710827,  -0.19
19710830,   0.83
19710831,   0.38
19710901,   0.02
19710902,  -0.01
19710903,  -0.22
19710907,   0.14
19710908,   0.20
19710909,   0.58
19710910,   0.02
19710913,   0.31
19710914,   0.85
19710915,   0.24
19710916,  -0.19
19710917,   0.08
19710920,   0.37
19710921,  -0.06
19710922,   0.38
19710923,   0.36
19710924,   0.03
19710927,  -0.01
19710928,   0.07
19710929,  -0.04
19710930,   0.05
19711001,   0.07
19711004,  -0.01
19711005,  -0.21
19711006,   0.36
19711007,  -0.07
19711008,  -0.16
19711011,  -0.54
19711012,  -0.36
19711013,  -0.21
19711014,   0.06
19711015,   0.61
19711018,   0.07
19711019,  -0.06
19711020,  -0.38
19711021,   0.49
19711022,   0.05
19711025,  -0.01
19711026,  -0.06
19711027,  -0.40
19711028,   0.49
19711029,   0.70
19711101,  -0.42
19711102,   0.69
19711103,   1.04
19711104,   0.00
19711105,  -0.21
19711108,  -0.22
19711109,  -0.37
19711110,  -1.03
19711111,  -0.38
19711112,   0.75
19711115,  -0.10
19711116,   0.74
19711117,   0.07
19711118,  -0.18
19711119,  -0.09
19711122,  -1.03
19711123,  -0.01
19711124,   0.56
19711126,   1.35
19711129,   2.24
19711130,   0.77
19711201,   0.58
19711202,   0.62
19711203,   0.50
19711206,   0.56
19711207,  -0.91
19711208,  -0.06
19711209,  -0.16
19711210,   0.06
19711213,   0.18
19711214,   0.83
19711215,  -0.18
19711216,  -0.08
19711217,   0.21
19711220,  -0.33
19711221,   0.35
19711222,   0.82
19711223,   0.57
19711227,   0.77
19711228,   0.35
19711229,   1.19
19711230,   0.47
19711231,   0.55
19720103,   0.79
19720104,   0.06
19720105,  -0.14
19720106,   0.51
19720107,   0.39
19720110,   0.10
19720111,  -0.12
19720112,   0.07
19720113,   0.20
19720114,  -0.04
19720117,   0.12
19720118,   0.39
19720119,   0.30
19720120,   0.55
19720121,   0.24
19720124,   0.86
19720125,   0.16
19720126,  -0.24
19720127,  -0.51
19720128,  -0.12
19720131,  -0.13
19720201,  -0.20
19720202,  -0.14
19720203,   0.11
19720204,   0.28
19720207,   0.54
19720208,  -0.03
19720209,  -0.20
19720210,   0.31
19720211,  -0.22
19720214,  -0.12
19720215,  -0.14
19720216,  -0.17
19720217,   0.05
19720218,   0.29
19720222,   0.13
19720223,  -0.15
19720224,   0.23
19720225,   0.23
19720228,   0.31
19720229,   0.02
19720301,  -0.29
19720302,   0.24
19720303,   0.04
19720306,   0.58
19720307,   0.53
19720308,  -0.05
19720309,   0.20
19720310,   0.78
19720313,   0.38
19720314,   0.09
19720315,   0.10
19720316,   0.02
19720317,   0.00
19720320,   0.24
19720321,   0.06
19720322,   0.01
19720323,   0.10
19720324,  -0.01
19720327,  -0.17
19720328,  -0.51
19720329,  -0.06
19720330,   0.66
19720403,   0.20
19720404,   0.13
19720405,   0.09
19720406,  -0.30
19720407,  -0.24
19720410,   0.10
19720411,  -0.26
19720412,  -0.17
19720413,   0.04
19720414,  -0.10
19720417,  -0.14
19720418,  -0.04
19720419,   0.74
19720420,   0.07
19720421,   0.11
19720424,   0.32
19720425,   0.71
19720426,   0.29
19720427,   0.37
19720428,   0.06
19720501,   0.27
19720502,   0.05
19720503,   0.27
19720504,   0.40
19720505,   0.05
19720508,  -0.13
19720509,  -0.17
19720510,   1.03
19720511,   0.59
19720512,   0.93
19720515,   0.25
19720516,   0.19
19720517,  -0.25
19720518,  -0.06
19720519,   0.00
19720522,  -0.28
19720523,  -0.38
19720524,   0.16
19720525,  -0.09
19720526,   0.08
19720530,   0.20
19720531,   0.52
19720601,   0.01
19720602,   0.12
19720605,   0.35
19720606,   0.14
19720607,   0.13
19720608,  -0.15
19720609,   0.39
19720612,   0.12
19720613,  -0.05
19720614,  -0.20
19720615,  -0.12
19720616,  -0.23
19720619,   0.04
19720620,   0.16
19720621,  -0.05
19720622,  -0.20
19720623,  -0.24
19720626,  -0.03
19720627,  -0.28
19720628,  -0.39
19720629,   0.21
19720630,   0.46
19720703,  -0.14
19720705,  -0.26
19720706,   0.26
19720707,  -0.22
19720710,  -0.03
19720711,   0.20
19720712,   0.12
19720713,   0.18
19720714,   0.20
19720717,  -0.31
19720718,   0.38
19720719,   0.42
19720720,   0.05
19720721,   0.20
19720724,   0.63
19720725,   0.23
19720726,  -0.65
19720727,  -0.37
19720728,   0.15
19720731,  -0.15
19720801,   0.46
19720802,   0.49
19720803,   0.21
19720804,   0.11
19720807,  -0.20
19720808,   0.13
19720809,   0.31
19720810,  -0.01
19720811,   0.58
19720814,   0.22
19720815,   0.47
19720816,   0.78
19720817,   0.17
19720818,   0.06
19720821,   0.01
19720822,   0.17
19720823,  -0.08
19720824,   0.30
19720825,   0.42
19720828,  -0.05
19720829,   0.08
19720830,  -0.13
19720831,   0.22
19720901,   0.47
19720905,   0.02
19720906,   0.08
19720907,  -0.17
19720908,  -0.07
19720911,  -0.35
19720912,  -0.15
19720913,   0.70
19720914,   0.27
19720915,  -0.03
19720918,  -0.37
19720919,  -0.01
19720920,  -0.12
19720921,   0.11
19720922,   0.10
19720925,  -0.04
19720926,   0.19
19720927,   0.84
19720928,  -0.11
19720929,   0.30
19721002,  -0.03
19721003,  -0.47
19721004,  -0.31
19721005,   0.07
19721006,   0.62
19721009,   0.15
19721010,   0.24
19721011,  -0.04
19721012,  -0.03
19721013,   0.22
19721016,   0.07
19721017,   0.31
19721018,   0.63
19721019,  -0.23
19721020,   0.50
19721023,  -0.04
19721024,  -0.20
19721025,  -0.03
19721026,  -0.05
19721027,   0.29
19721030,  -0.02
19721031,  -0.09
19721101,   0.18
19721102,   0.46
19721103,  -0.39
19721106,  -0.07
19721108,   0.05
19721109,  -0.22
19721110,   0.08
19721113,   0.26
19721114,   0.40
19721115,   0.34
19721116,   0.20
19721117,   0.08
19721120,   0.18
19721121,   0.08
19721122,   0.64
19721124,   0.21
19721127,   0.30
19721128,   0.48
19721129,   0.31
19721130,   0.42
19721201,   0.75
19721204,   0.53
19721205,   0.52
19721206,   0.25
19721207,   0.47
19721208,   0.32
19721211,  -0.17
19721212,   0.58
19721213,   0.41
19721214,   0.29
19721215,   0.21
19721218,   0.43
19721219,   0.04
19721220,  -0.08
19721221,   0.41
19721222,   0.10
19721226,  -0.41
19721227,  -0.26
19721229,   0.57
19730102,   1.53
19730103,   0.05
19730104,  -0.06
19730105,  -0.46
19730108,  -0.46
19730109,  -0.28
19730110,  -0.57
19730111,  -0.49
19730112,  -0.58
19730115,  -0.39
19730116,   0.08
19730117,   0.26
19730118,  -0.05
19730119,  -0.57
19730122,  -0.36
19730123,  -0.32
19730124,  -0.09
19730126,   0.24
19730129,  -0.13
19730130,   0.07
19730131,   0.36
19730201,  -0.29
19730202,   0.11
19730205,  -0.06
19730206,  -0.07
19730207,  -0.21
19730208,   0.24
19730209,   0.86
19730212,   0.86
19730213,   0.36
19730214,  -0.16
19730215,  -0.12
19730216,   0.37
19730220,  -0.35
19730221,  -0.41
19730222,  -0.32
19730223,  -0.28
19730226,  -0.02
19730227,  -0.18
19730228,   1.26
19730301,  -0.25
19730302,   0.73
19730305,   0.29
19730306,   0.45
19730307,   0.02
19730308,   0.23
19730309,   0.18
19730312,  -0.09
19730313,   0.11
19730314,   0.10
19730315,  -0.19
19730316,  -0.08
19730319,  -0.30
19730320,  -0.37
19730321,  -0.55
19730322,  -0.23
19730323,   0.76
19730326,   0.41
19730327,   0.77
19730328,   0.07
19730329,   0.13
19730330,   0.50
19730402,  -0.19
19730403,  -0.21
19730404,  -0.11
19730405,  -0.22
19730406,   0.55
19730409,   0.64
19730410,   0.59
19730411,  -0.05
19730412,   0.02
19730413,  -0.22
19730416,  -0.46
19730417,  -0.48
19730418,   0.08
19730419,   0.12
19730423,   0.06
19730424,  -0.34
19730425,  -0.66
19730426,   1.15
19730427,  -0.66
19730430,   0.35
19730501,   0.14
19730502,   1.13
19730503,   0.50
19730504,   0.88
19730507,  -0.09
19730508,   0.00
19730509,   0.41
19730510,  -0.26
19730511,  -0.09
19730514,  -0.91
19730515,   0.48
19730516,  -0.17
19730517,  -0.68
19730518,  -1.17
19730521,  -1.09
19730522,   1.20
19730523,   0.47
19730524,   1.40
19730525,   2.12
19730529,   0.30
19730530,  -0.37
19730531,   0.08
19730601,  -0.06
19730604,  -0.93
19730605,   0.75
19730606,  -0.25
19730607,   0.50
19730608,   1.27
19730611,  -0.08
19730612,   0.91
19730613,   1.10
19730614,  -0.04
19730615,  -0.20
19730618,  -0.14
19730619,   0.05
19730620,   0.20
19730621,  -0.34
19730622,   0.09
19730625,  -0.64
19730626,   1.09
19730627,   0.10
19730628,   0.61
19730629,   0.47
19730702,  -0.03
19730703,   0.17
19730705,   0.24
19730706,  -0.09
19730709,   0.62
19730710,   0.86
19730711,   1.10
19730712,   0.39
19730713,  -0.04
19730716,  -0.48
19730717,   0.11
19730718,  -0.66
19730719,  -0.08
19730720,  -0.50
19730723,   0.00
19730724,  -0.22
19730725,  -0.68
19730726,   0.47
19730727,   0.62
19730730,   0.28
19730731,   0.51
19730801,   1.40
19730802,  -0.18
19730803,  -0.24
19730806,  -0.86
19730807,   0.01
19730808,   0.68
19730809,   0.03
19730810,   0.48
19730813,   0.73
19730814,   0.65
19730815,   0.37
19730816,   0.36
19730817,   0.40
19730820,   0.02
19730821,   0.01
19730822,   0.30
19730823,   1.20
19730824,   0.39
19730827,   0.21
19730828,   0.06
19730829,   0.99
19730830,  -0.17
19730831,  -0.04
19730904,  -0.51
19730905,  -0.52
19730906,  -0.24
19730907,  -0.23
19730910,   0.15
19730911,   0.31
19730912,   0.56
19730913,  -0.23
19730914,  -0.08
19730917,  -1.03
19730918,  -0.88
19730919,  -0.25
19730920,  -0.13
19730921,  -0.27
19730924,  -0.39
19730925,   0.57
19730926,  -0.17
19730927,   0.53
19730928,   0.28
19731001,  -0.47
19731002,  -0.90
19731003,  -0.46
19731004,   0.51
19731005,  -0.22
19731008,  -0.04
19731009,   0.91
19731010,   1.62
19731011,  -1.40
19731012,   0.06
19731015,   0.76
19731016,   0.13
19731017,  -0.08
19731018,  -0.22
19731019,   0.21
19731022,   1.06
19731023,   0.06
19731024,   0.15
19731025,  -0.10
19731026,  -0.14
19731029,  -0.15
19731030,   0.19
19731031,   0.11
19731101,  -0.50
19731102,  -0.27
19731105,  -0.79
19731106,  -0.08
19731107,   0.67
19731108,   0.22
19731109,  -1.43
19731112,  -1.64
19731113,  -1.42
19731114,  -1.63
19731115,   0.83
19731116,   1.99
19731119,  -2.11
19731120,  -0.97
19731121,   1.63
19731123,  -0.02
19731126,  -2.29
19731127,   0.58
19731128,   2.70
19731129,  -0.16
19731130,  -1.35
19731203,  -1.41
19731204,  -0.14
19731205,  -1.55
19731206,   2.84
19731207,   3.19
19731210,   1.27
19731211,  -0.71
19731212,  -1.06
19731213,  -1.03
19731214,   1.45
19731217,  -0.45
19731218,   0.95
19731219,   0.62
19731220,  -0.23
19731221,  -0.23
19731224,  -0.49
19731226,   1.14
19731227,   1.24
19731228,  -0.31
19731231,   0.88
19740102,   0.52
19740103,   0.05
19740104,  -0.20
19740107,  -0.40
19740108,   1.31
19740109,   1.77
19740110,   0.79
19740111,   0.71
19740114,   0.11
19740115,   0.11
19740116,   0.28
19740117,   0.89
19740118,   0.40
19740121,   0.31
19740122,   0.27
19740123,  -0.21
19740124,   0.27
19740125,   0.24
19740128,   0.32
19740129,   0.42
19740130,   0.07
19740131,   0.22
19740201,   0.43
19740204,   0.48
19740205,  -0.05
19740206,  -0.20
19740207,  -0.30
19740208,   0.21
19740211,  -0.26
19740212,   0.17
19740213,   0.04
19740214,   0.01
19740215,   0.89
19740219,   0.76
19740220,   0.39
19740221,   0.47
19740222,  -0.25
19740225,  -0.10
19740226,   0.27
19740227,   0.52
19740228,   0.35
19740301,   0.01
19740304,  -0.27
19740305,   0.54
19740306,   0.06
19740307,   0.71
19740308,  -0.05
19740311,  -0.03
19740312,   0.42
19740313,  -0.06
19740314,   0.09
19740315,   0.39
19740318,   1.17
19740319,   0.54
19740320,   0.03
19740321,   0.42
19740322,   0.16
19740325,   0.02
19740326,  -0.08
19740327,   0.33
19740328,   0.51
19740329,   0.38
19740401,   0.23
19740402,  -0.12
19740403,   0.05
19740404,  -0.11
19740405,  -0.01
19740408,  -0.04
19740409,   0.37
19740410,   0.25
19740411,   0.04
19740415,  -0.08
19740416,   1.05
19740417,   0.54
19740418,   0.13
19740419,   0.37
19740422,  -0.11
19740423,  -0.43
19740424,  -0.52
19740425,   0.01
19740426,   0.29
19740429,   0.06
19740430,  -0.06
19740501,   0.30
19740502,   0.70
19740503,  -0.17
19740506,  -0.08
19740507,  -0.54
19740508,  -0.43
19740509,  -0.26
19740510,   0.06
19740513,  -0.03
19740514,  -0.23
19740515,   0.20
19740516,   0.38
19740517,  -0.46
19740520,  -0.06
19740521,  -0.31
19740522,  -0.51
19740523,  -0.20
19740524,   0.87
19740528,   0.28
19740529,  -0.05
19740530,   0.87
19740531,   0.25
19740603,   1.01
19740604,   1.35
19740605,   0.41
19740606,   0.60
19740607,   0.53
19740610,   0.17
19740611,   0.40
19740612,  -0.04
19740613,   0.11
19740614,   0.46
19740617,   0.22
19740618,   0.04
19740619,   0.20
19740620,  -0.18
19740621,   0.27
19740624,   0.17
19740625,   0.32
19740626,   0.06
19740627,  -0.33
19740628,   0.35
19740701,   0.03
19740702,  -0.86
19740703,   0.99
19740705,   0.51
19740708,  -1.43
19740709,   0.87
19740710,  -0.82
19740711,   1.02
19740712,   4.26
19740715,   0.98
19740716,  -0.07
19740717,   1.09
19740718,   0.23
19740719,   0.03
19740722,   0.23
19740723,   0.12
19740724,  -0.18
19740725,  -0.19
19740726,   0.02
19740729,   0.00
19740730,   0.16
19740731,  -0.49
19740801,   0.00
19740802,   0.13
19740805,   0.15
19740806,   0.50
19740807,   0.39
19740808,   0.91
19740809,  -0.22
19740812,  -0.10
19740813,  -0.24
19740814,  -0.22
19740815,   0.34
19740816,   0.10
19740819,  -0.16
19740820,   0.61
19740821,  -0.83
19740822,  -0.79
19740823,  -0.79
19740826,   1.01
19740827,  -0.15
19740828,   0.81
19740829,   0.29
19740830,   2.01
19740903,   0.71
19740904,  -0.60
19740905,   1.97
19740906,   1.23
19740909,  -0.91
19740910,  -0.58
19740911,  -0.21
19740912,  -0.71
19740913,   0.13
19740916,   2.15
19740917,   1.73
19740918,   0.82
19740919,   2.21
19740920,   1.24
19740923,   0.17
19740924,   0.59
19740925,   0.26
19740926,   0.25
19740927,  -0.24
19740930,   0.47
19741001,   0.85
19741002,   0.06
19741003,  -0.25
19741004,   0.46
19741007,   1.87
19741008,   0.45
19741009,   0.85
19741010,   0.97
19741011,   1.43
19741014,   0.61
19741015,   1.34
19741016,  -0.52
19741017,   0.01
19741018,  -0.05
19741021,   0.53
19741022,   0.23
19741023,   0.98
19741024,   0.79
19741025,  -0.11
19741028,  -0.48
19741029,  -0.36
19741030,  -0.74
19741031,   0.26
19741101,   0.24
19741104,   1.14
19741105,  -0.75
19741106,   1.35
19741107,  -0.43
19741108,   0.71
19741111,   0.40
19741112,   1.01
19741113,   0.73
19741114,   0.38
19741115,   0.24
19741118,   0.80
19741119,   0.36
19741120,   0.02
19741121,   0.76
19741122,  -0.02
19741125,   0.20
19741126,  -0.19
19741127,   0.25
19741129,   0.12
19741202,   0.00
19741203,   0.06
19741204,  -0.03
19741205,  -0.65
19741206,  -0.09
19741209,   0.52
19741210,   1.27
19741211,   0.58
19741212,   0.11
19741213,  -0.40
19741216,  -0.38
19741217,  -0.04
19741218,   0.19
19741219,   0.32
19741220,   0.28
19741223,   0.35
19741224,   1.16
19741226,   0.76
19741227,   0.30
19741230,   0.18
19741231,   2.27
19750102,   2.51
19750103,   0.07
19750106,  -0.14
19750107,   0.81
19750108,   0.08
19750109,  -0.13
19750110,  -0.20
19750113,  -0.58
19750114,   0.70
19750115,   0.51
19750116,  -0.13
19750117,   0.65
19750120,   0.66
19750121,   0.42
19750122,   0.30
19750123,   0.10
19750124,  -0.44
19750127,  -0.54
19750128,  -0.12
19750129,   0.20
19750130,   0.60
19750131,  -0.34
19750203,  -0.49
19750204,   1.36
19750205,   0.18
19750206,   0.54
19750207,   0.83
19750210,   0.43
19750211,   0.03
19750212,  -1.22
19750213,  -0.38
19750214,  -0.23
19750218,   0.63
19750219,  -0.30
19750220,   0.07
19750221,   0.08
19750224,   0.77
19750225,   1.19
19750226,   0.11
19750227,   0.23
19750228,  -0.32
19750303,  -0.59
19750304,   0.69
19750305,   0.22
19750306,  -0.29
19750307,  -0.14
19750310,  -0.47
19750311,   0.90
19750312,   1.05
19750313,  -0.12
19750314,  -0.12
19750317,  -0.53
19750318,   1.53
19750319,   0.74
19750320,  -0.41
19750321,   0.04
19750324,   1.47
19750325,   0.00
19750326,  -0.68
19750327,  -0.17
19750331,   0.48
19750401,   0.52
19750402,  -0.04
19750403,  -0.26
19750404,  -0.22
19750407,   0.12
19750408,   0.29
19750409,   0.34
19750410,   0.22
19750411,  -0.64
19750414,  -0.61
19750415,  -0.26
19750416,  -0.32
19750417,   0.21
19750418,   0.15
19750421,  -0.40
19750422,   1.00
19750423,   0.72
19750424,  -0.10
19750425,  -0.59
19750428,  -0.07
19750429,   0.63
19750430,  -0.54
19750501,  -0.34
19750502,   0.12
19750505,  -0.54
19750506,   1.71
19750507,   0.01
19750508,  -0.06
19750509,   0.23
19750512,   0.69
19750513,   0.36
19750514,   0.40
19750515,   0.91
19750516,   0.21
19750519,   0.02
19750520,   0.13
19750521,   0.17
19750522,   0.02
19750523,  -0.65
19750527,  -0.23
19750528,   0.11
19750529,  -0.36
19750530,  -0.28
19750602,   0.09
19750603,  -0.14
19750604,  -0.42
19750605,  -0.08
19750606,  -0.05
19750609,   0.59
19750610,   0.43
19750611,   0.09
19750612,   0.25
19750613,  -0.08
19750616,   0.08
19750617,   0.42
19750618,   0.20
19750619,   0.11
19750620,   0.15
19750623,   0.17
19750624,   0.28
19750625,   0.18
19750626,   0.16
19750627,   0.31
19750630,   0.08
19750701,   0.52
19750702,   0.33
19750703,  -0.31
19750707,  -0.07
19750708,  -0.07
19750709,  -0.34
19750710,   0.19
19750711,  -0.28
19750714,  -0.49
19750715,  -0.66
19750716,   0.97
19750717,   0.19
19750718,  -0.26
19750721,   0.24
19750722,   0.65
19750723,   0.49
19750724,   0.46
19750725,   0.04
19750728,   0.13
19750729,   0.19
19750730,   0.31
19750731,   0.32
19750801,  -0.38
19750804,  -0.44
19750805,  -0.19
19750806,   0.44
19750807,   0.17
19750808,  -0.30
19750811,   0.23
19750812,   1.10
19750813,  -0.68
19750814,  -0.40
19750815,   0.55
19750818,  -0.14
19750819,  -1.14
19750820,  -0.38
19750821,   0.88
19750822,   1.84
19750825,   1.02
19750826,  -0.25
19750827,   0.51
19750828,   1.55
19750829,   0.75
19750902,  -0.10
19750903,   0.09
19750904,  -0.14
19750905,  -0.07
19750908,  -0.25
19750909,   0.39
19750910,   0.62
19750911,   0.38
19750912,   0.31
19750915,   0.01
19750916,   0.02
19750917,   0.08
19750918,   0.38
19750919,   0.58
19750922,   0.48
19750923,  -0.74
19750924,   0.07
19750925,  -0.18
19750926,  -0.12
19750929,   0.12
19750930,   0.25
19751001,   0.25
19751002,   0.31
19751003,   0.77
19751006,  -0.07
19751007,   0.01
19751008,  -0.64
19751009,   0.24
19751010,   0.10
19751013,  -0.42
19751014,   0.73
19751015,   0.09
19751016,   0.15
19751017,   0.24
19751020,  -0.35
19751021,  -0.26
19751022,   0.02
19751023,   0.04
19751024,   0.76
19751027,  -0.19
19751028,  -0.59
19751029,   0.60
19751030,  -0.21
19751031,  -0.14
19751103,  -0.15
19751104,   0.16
19751105,  -0.68
19751106,  -0.72
19751107,  -0.53
19751110,   0.13
19751111,  -0.12
19751112,   0.22
19751113,   0.57
19751114,  -0.08
19751117,  -0.22
19751118,  -0.10
19751119,   0.11
19751120,   0.05
19751121,   0.25
19751124,   0.10
19751125,   0.45
19751126,   0.39
19751128,   0.13
19751201,   0.20
19751202,   0.48
19751203,   0.78
19751204,   0.66
19751205,   0.21
19751208,   0.05
19751209,  -0.07
19751210,   0.62
19751211,   0.00
19751212,   0.21
19751215,   0.01
19751216,   1.16
19751217,   0.84
19751218,   0.39
19751219,   0.28
19751222,   0.11
19751223,   0.70
19751224,   0.51
19751226,   0.33
19751229,   0.07
19751230,   0.03
19751231,   0.80
19760102,   0.04
19760105,   0.03
19760106,   0.36
19760107,   0.94
19760108,   0.31
19760109,   0.24
19760112,  -0.43
19760113,   1.11
19760114,  -1.08
19760115,   0.30
19760116,  -0.25
19760119,  -0.70
19760120,  -0.27
19760121,   0.08
19760122,  -0.29
19760123,  -0.64
19760126,   0.35
19760127,   0.46
19760128,   0.72
19760129,  -0.74
19760130,   0.28
19760202,   0.05
19760203,  -0.39
19760204,   0.01
19760205,   1.48
19760206,   0.92
19760209,  -0.59
19760210,  -0.61
19760211,  -0.13
19760212,   0.24
19760213,  -0.11
19760217,   0.19
19760218,  -0.43
19760219,  -0.78
19760220,  -0.22
19760223,  -0.09
19760224,  -0.49
19760225,  -0.17
19760226,   1.43
19760227,   0.82
19760301,  -0.27
19760302,  -0.63
19760303,   0.11
19760304,   0.43
19760305,   0.08
19760308,  -0.05
19760309,   0.41
19760310,  -0.04
19760311,  -0.09
19760312,   0.71
19760315,   0.44
