,LT_Rev
19440512,   0.78
19440513,   0.22
19440515,  -0.31
19440516,  -0.31
19440517,  -0.75
19440518,  -0.24
19440519,   0.21
19440520,  -0.30
19440522,   0.47
19440523,   0.04
19440524,  -0.13
19440525,  -0.02
19440526,  -0.25
19440527,  -0.12
19440529,   0.20
19440531,   0.03
19440601,   0.01
19440602,   0.23
19440603,   0.01
19440605,   0.34
19440606,   0.10
19440607,   0.08
19440608,   0.33
19440609,  -0.06
19440610,  -0.15
19440612,   0.68
19440613,  -0.48
19440614,   0.41
19440615,   0.13
19440616,  -0.04
19440617,   0.01
19440619,   0.08
19440620,   0.08
19440621,  -0.27
19440622,   0.05
19440623,   0.63
19440624,   0.19
19440626,  -0.06
19440627,   0.50
19440628,  -0.12
19440629,   0.15
19440630,   0.09
19440701,   0.12
19440703,  -0.02
19440705,  -0.32
19440706,  -0.14
19440707,   0.24
19440708,  -0.18
19440710,   0.25
19440711,  -0.11
19440712,  -0.14
19440713,  -0.14
19440714,  -0.10
19440715,   0.15
19440717,   0.41
19440718,   0.78
19440719,  -0.26
19440720,   0.47
19440721,   0.59
19440722,   0.52
19440724,  -0.24
19440725,  -0.33
19440726,   0.28
19440727,  -0.14
19440728,   0.19
19440729,  -0.16
19440731,   0.07
19440801,  -0.24
19440802,  -0.21
19440803,   0.54
19440804,   0.38
19440805,   0.19
19440807,   0.25
19440808,   0.19
19440809,   0.24
19440810,  -0.38
19440811,  -0.50
19440812,   0.02
19440814,  -0.07
19440815,  -0.07
19440816,   0.03
19440817,  -0.31
19440818,   0.16
19440821,   0.20
19440822,   0.06
19440823,   0.24
19440824,   0.35
19440825,  -0.14
19440828,   0.16
19440829,   0.04
19440830,  -0.22
19440831,  -0.09
19440901,  -0.18
19440905,   0.10
19440906,   1.25
19440907,  -0.33
19440908,   0.44
19440909,  -0.03
19440911,   0.07
19440912,  -0.07
19440913,   0.60
19440914,   0.33
19440915,  -0.32
19440916,  -0.39
19440918,   0.33
19440919,  -0.33
19440920,  -0.14
19440921,   0.36
19440922,  -0.07
19440923,  -0.03
19440925,  -0.06
19440926,   0.18
19440927,   0.05
19440928,   0.00
19440929,  -0.19
19440930,   0.01
19441002,   0.09
19441003,   0.09
19441004,  -0.22
19441005,  -0.32
19441006,  -0.12
19441007,  -0.08
19441009,   0.15
19441010,  -0.04
19441011,  -0.04
19441013,   0.35
19441014,  -0.21
19441016,   0.34
19441017,  -0.21
19441018,   0.08
19441019,  -0.27
19441020,  -0.01
19441021,  -0.05
19441023,   0.65
19441024,   0.25
19441025,  -0.12
19441026,   0.22
19441027,   0.05
19441028,  -0.23
19441030,   0.42
19441031,  -0.06
19441101,   0.16
19441102,  -0.17
19441103,  -0.13
19441104,   0.16
19441106,  -0.24
19441108,   0.07
19441109,  -0.38
19441110,  -0.22
19441113,   0.25
19441114,   0.50
19441115,   0.20
19441116,  -0.24
19441117,   0.00
19441118,  -0.07
19441120,  -0.34
19441121,  -0.20
19441122,  -0.18
19441124,  -0.09
19441125,   0.05
19441127,  -0.29
19441128,  -0.21
19441129,  -0.56
19441130,  -0.23
19441201,  -0.28
19441202,  -0.25
19441204,   0.44
19441205,  -0.21
19441206,  -0.36
19441207,  -0.22
19441208,  -0.20
19441209,  -0.05
19441211,   0.10
19441212,   0.24
19441213,  -0.29
19441214,  -0.30
19441215,  -0.27
19441216,   0.02
19441218,  -0.12
19441219,  -0.15
19441220,   0.05
19441221,   0.28
19441222,  -0.57
19441223,   0.09
19441226,   0.05
19441227,   0.24
19441228,  -0.25
19441229,  -0.28
19441230,   0.16
19450102,   0.17
19450103,  -0.14
19450104,  -0.51
19450105,   0.02
19450106,   0.05
19450108,  -0.57
19450109,   0.36
19450110,  -0.06
19450111,   0.13
19450112,   0.08
19450113,  -0.15
19450115,   0.37
19450116,  -0.03
19450117,  -0.53
19450118,   0.42
19450119,   0.65
19450120,   0.14
19450122,  -0.06
19450123,   0.22
19450124,  -0.22
19450125,  -0.28
19450126,  -0.28
19450127,  -0.22
19450129,   0.25
19450130,   0.21
19450131,  -0.13
19450201,  -0.39
19450202,  -0.46
19450203,   0.15
19450205,  -0.22
19450206,  -0.12
19450207,  -0.17
19450208,  -0.23
19450209,   0.24
19450210,  -0.02
19450213,  -0.35
19450214,   0.38
19450215,  -0.41
19450216,   0.39
19450217,   0.14
19450219,  -0.50
19450220,   0.39
19450221,   0.78
19450223,  -0.03
19450224,   0.27
19450226,  -0.15
19450227,  -0.50
19450228,   0.30
19450301,  -0.17
19450302,   0.32
19450303,   0.12
19450305,   0.00
19450306,   0.30
19450307,  -0.39
19450308,   0.68
19450309,   0.24
19450310,  -0.37
19450312,  -0.18
19450313,  -0.10
19450314,  -0.06
19450315,  -0.17
19450316,  -0.02
19450317,  -0.27
19450319,   0.14
19450320,   0.30
19450321,   0.72
19450322,  -0.14
19450323,  -0.23
19450324,   0.25
19450326,   0.86
19450327,  -0.11
19450328,  -0.31
19450329,  -0.44
19450331,  -0.07
19450402,  -0.43
19450403,   0.18
19450404,  -0.08
19450405,   0.61
19450406,   0.00
19450407,  -0.36
19450409,   0.25
19450410,  -0.56
19450411,  -0.55
19450412,   0.02
19450413,  -0.03
19450416,  -0.58
19450417,  -0.01
19450418,  -0.56
19450419,   0.22
19450420,  -0.03
19450421,  -0.55
19450423,  -0.29
19450424,   0.07
19450425,  -0.09
19450426,  -0.01
19450427,  -0.23
19450428,  -0.40
19450430,   0.12
19450501,   0.30
19450502,  -0.06
19450503,  -0.97
19450504,  -0.40
19450505,  -0.18
19450507,  -0.13
19450508,   0.28
19450509,   1.05
19450510,   0.37
19450511,  -0.17
19450512,  -0.58
19450514,   0.23
19450515,  -0.27
19450516,  -0.28
19450517,  -0.14
19450518,  -0.08
19450519,  -0.06
19450521,   0.17
19450522,   0.01
19450523,   0.15
19450524,  -0.05
19450525,  -0.56
19450526,  -0.11
19450528,  -0.57
19450529,  -0.04
19450531,   0.51
19450601,  -0.31
19450602,  -0.13
19450604,   0.68
19450605,  -0.15
19450606,  -0.04
19450607,  -0.44
19450608,  -0.11
19450609,   0.10
19450611,   0.30
19450612,  -0.07
19450613,  -0.12
19450614,  -0.56
19450615,   0.15
19450616,  -0.41
19450618,   0.13
19450619,   0.33
19450620,  -0.06
19450621,  -0.35
19450622,  -0.24
19450623,  -0.45
19450625,  -0.51
19450626,   0.19
19450627,   0.07
19450628,   1.44
19450629,   0.01
19450630,  -0.80
19450702,  -0.29
19450703,   0.18
19450705,   1.29
19450706,   0.06
19450709,  -0.31
19450710,   0.02
19450711,  -0.02
19450712,  -0.18
19450713,   0.46
19450716,   0.22
19450717,   1.46
19450718,  -0.21
19450719,  -0.16
19450720,  -0.25
19450723,   0.71
19450724,  -0.08
19450725,  -0.33
19450726,   1.02
19450727,  -0.82
19450730,  -0.87
19450731,   0.00
19450801,   0.30
19450802,   0.15
19450803,  -0.34
19450806,   0.40
19450807,   0.93
19450808,   0.03
19450809,  -2.27
19450810,   0.22
19450813,   0.54
19450814,  -0.88
19450817,   0.31
19450820,   1.17
19450821,  -0.61
19450822,  -0.42
19450823,  -1.20
19450824,  -0.60
19450827,  -0.46
19450828,   0.32
19450829,   0.12
19450830,   0.14
19450831,  -0.15
19450904,  -0.29
19450905,   0.18
19450906,  -0.13
19450907,   0.08
19450908,   0.12
19450910,  -0.03
19450911,  -0.05
19450912,   0.22
19450913,  -0.11
19450914,   0.23
19450915,   0.61
19450917,  -0.63
19450918,  -0.52
19450919,  -0.06
19450920,  -0.32
19450921,   0.03
19450922,  -0.13
19450924,  -0.05
19450925,  -0.06
19450926,  -0.26
19450927,  -0.32
19450928,  -0.28
19450929,  -0.24
19451001,  -0.01
19451002,  -0.11
19451003,  -0.21
19451004,  -0.42
19451005,  -0.36
19451006,  -0.17
19451008,   0.31
19451009,  -0.26
19451010,   0.15
19451011,  -0.17
19451015,  -0.30
19451016,   0.16
19451017,  -0.01
19451018,  -0.27
19451019,   0.21
19451020,  -0.30
19451022,  -0.33
19451023,   0.10
19451024,   0.11
19451025,  -0.75
19451026,  -0.41
19451029,   0.18
19451030,  -0.38
19451031,  -0.73
19451101,  -0.17
19451102,  -0.28
19451103,  -0.18
19451105,  -0.26
19451107,  -0.58
19451108,   0.46
19451109,   0.39
19451110,   0.21
19451113,   0.61
19451114,   0.08
19451115,  -0.49
19451116,  -0.15
19451117,  -0.01
19451119,   0.28
19451120,  -0.20
19451121,   0.25
19451123,  -0.16
19451124,   0.03
19451126,  -0.81
19451127,  -0.25
19451128,   0.06
19451129,  -0.39
19451130,  -1.04
19451201,  -0.37
19451203,  -0.13
19451204,   0.17
19451205,  -0.15
19451206,  -0.18
19451207,  -0.52
19451208,  -0.37
19451210,   0.44
19451211,   0.34
19451212,   0.74
19451213,   0.08
19451214,  -0.87
19451215,  -0.09
19451217,   2.04
19451218,  -1.11
19451219,  -0.22
19451220,   0.34
19451221,  -0.11
19451222,  -0.79
19451226,  -0.87
19451227,   0.49
19451228,  -0.35
19451229,  -0.11
19451231,   0.24
19460102,   0.67
19460103,   0.10
19460104,   0.01
19460105,  -0.33
19460107,  -0.13
19460108,  -1.56
19460109,  -0.17
19460110,   0.29
19460111,  -0.38
19460112,   0.11
19460114,  -0.51
19460115,   0.35
19460116,  -0.10
19460117,   0.60
19460118,   0.06
19460119,   0.13
19460121,   1.00
19460122,  -0.47
19460123,  -0.77
19460124,   0.22
19460125,  -0.06
19460126,  -0.30
19460128,  -0.78
19460129,   0.14
19460130,   0.60
19460131,   0.30
19460201,   0.00
19460202,   0.11
19460204,   0.62
19460205,   0.09
19460206,   0.26
19460207,   0.25
19460208,   0.37
19460209,   0.61
19460211,  -0.01
19460213,   0.06
19460214,  -0.71
19460215,  -0.85
19460216,  -0.02
19460218,   1.03
19460219,   1.46
19460220,  -0.16
19460221,  -1.01
19460225,   1.84
19460226,   0.05
19460227,  -0.94
19460228,  -0.08
19460301,   0.25
19460302,   0.74
19460304,  -0.10
19460305,  -0.23
19460306,   0.55
19460307,  -0.60
19460308,   0.07
19460309,  -0.08
19460311,   0.65
19460312,  -0.25
19460313,   1.09
19460314,   0.11
19460315,  -1.11
19460316,  -0.23
19460318,  -0.13
19460319,   0.08
19460320,  -0.49
19460321,  -0.38
19460322,  -0.28
19460323,  -0.44
19460325,  -0.67
19460326,   0.33
19460327,   0.34
19460328,   0.25
19460329,  -0.48
19460330,  -0.40
19460401,   0.07
19460402,   0.10
19460403,  -0.95
19460404,   0.26
19460405,   0.18
19460406,   0.24
19460408,  -0.03
19460409,  -0.56
19460410,  -0.05
19460411,  -0.07
19460412,  -0.08
19460413,   0.23
19460415,   0.30
19460416,  -0.45
19460417,   0.05
19460418,   0.25
19460420,   0.22
19460422,   0.39
19460423,   0.23
19460424,   0.38
19460425,  -0.24
19460426,  -0.83
19460427,   0.17
19460429,  -0.06
19460430,   0.24
19460501,   0.25
19460502,   0.17
19460503,   0.13
19460504,   0.28
19460506,  -0.01
19460507,  -1.16
19460508,   0.18
19460509,  -0.16
19460510,  -0.50
19460511,  -0.08
19460513,  -0.17
19460514,   0.04
19460515,  -0.05
19460516,  -0.30
19460517,   0.43
19460518,   0.09
19460520,  -0.32
19460521,   0.10
19460522,  -0.42
19460523,   0.24
19460524,  -0.22
19460527,  -0.05
19460528,  -0.36
19460529,   0.31
19460531,   0.27
19460603,   0.52
19460604,  -0.04
19460605,   0.51
19460606,  -0.27
19460607,  -0.25
19460610,   0.26
19460611,   0.24
19460612,  -0.55
19460613,  -0.30
19460614,   0.11
19460617,   0.32
19460618,   0.91
19460619,  -0.22
19460620,   0.89
19460621,  -1.24
19460624,   0.12
19460625,   0.85
19460626,   0.11
19460627,  -1.01
19460628,  -0.07
19460701,   0.49
19460702,   0.46
19460703,   0.23
19460705,   0.22
19460708,   0.56
19460709,  -0.27
19460710,  -0.20
19460711,   0.37
19460712,   0.30
19460715,   1.71
19460716,  -0.59
19460717,  -0.21
19460718,  -0.05
19460719,   0.08
19460722,   0.77
19460723,   1.87
19460724,  -0.66
19460725,  -0.74
19460726,  -0.25
19460729,  -0.29
19460730,  -0.36
19460731,  -1.12
19460801,  -0.18
19460802,   0.18
19460805,   0.23
19460806,   0.38
19460807,  -1.13
19460808,  -0.20
19460809,   0.11
19460812,  -0.15
19460813,  -0.25
19460814,   0.48
19460815,   0.76
19460816,   0.51
19460819,  -0.14
19460820,  -0.61
19460821,   0.52
19460822,   0.91
19460823,  -0.13
19460826,   0.73
19460827,   2.44
19460828,  -0.74
19460829,  -0.81
19460830,  -0.28
19460903,   4.82
19460904,  -1.60
19460905,  -2.13
19460906,   0.20
19460909,   3.73
19460910,   0.18
19460911,  -2.57
19460912,   0.14
19460913,  -0.34
19460916,  -0.16
19460917,   0.66
19460918,   2.91
19460919,   1.96
19460920,  -2.04
19460923,   1.90
19460924,  -2.69
19460925,  -0.32
19460926,  -0.58
19460927,   0.29
19460930,   0.98
19461001,  -0.04
19461002,  -0.80
19461003,   0.30
19461004,   1.02
19461005,   0.26
19461007,   0.37
19461008,   0.58
19461009,   3.03
19461010,  -1.46
19461011,  -1.51
19461014,  -0.30
19461015,  -2.18
19461016,   0.39
19461017,   1.12
19461018,   0.64
19461019,  -0.05
19461021,  -0.06
19461022,   0.83
19461023,   0.47
19461024,  -0.49
19461025,  -0.02
19461026,   0.04
19461028,   1.41
19461029,   0.29
19461030,  -0.44
19461031,  -2.87
19461101,  -1.74
19461102,  -0.35
19461104,   0.01
19461106,   3.09
19461107,  -0.56
19461108,  -0.31
19461109,  -0.45
19461112,   0.97
19461113,   0.44
19461114,  -0.57
19461115,   1.12
19461116,  -0.20
19461118,   0.95
19461119,   0.38
19461120,   0.70
19461121,   1.28
19461122,  -0.32
19461123,  -1.19
19461125,   0.60
19461126,  -0.55
19461127,  -0.46
19461129,  -1.10
19461130,   0.62
19461202,   0.97
19461203,  -0.30
19461204,  -0.83
19461205,   0.46
19461206,  -0.34
19461207,  -0.54
19461209,  -1.72
19461210,   0.27
19461211,   0.09
19461212,   0.41
19461213,   0.52
19461214,  -0.71
19461216,   0.43
19461217,   0.32
19461218,  -0.35
19461219,  -0.84
19461220,  -0.41
19461221,   0.14
19461223,   0.56
19461224,   0.50
19461226,   0.74
19461227,   0.51
19461228,  -0.15
19461230,   0.67
19461231,  -0.08
19470102,   0.86
19470103,  -0.10
19470104,  -0.38
19470106,  -0.27
19470107,   1.33
19470108,  -0.09
19470109,   0.50
19470110,   1.44
19470111,   0.82
19470113,   0.98
19470114,  -0.50
19470115,   0.28
19470116,   0.07
19470117,  -1.65
19470118,  -0.95
19470120,   0.89
19470121,   0.44
19470122,  -0.52
19470123,  -0.84
19470124,   0.08
19470125,   0.26
19470127,   0.38
19470128,  -0.34
19470129,  -0.86
19470130,   0.04
19470131,  -0.25
19470201,  -0.71
19470203,  -0.40
19470204,   0.11
19470205,  -0.04
19470206,  -0.46
19470207,  -0.87
19470208,  -0.09
19470210,   0.92
19470211,  -0.61
19470213,   0.66
19470214,  -0.19
19470215,  -0.15
19470217,   0.12
19470218,   0.40
19470219,   0.08
19470220,  -0.19
19470221,  -0.09
19470224,   0.55
19470225,   1.18
19470226,   0.60
19470227,  -0.95
19470228,   0.32
19470301,   0.31
19470303,   0.28
19470304,  -0.03
19470305,  -0.80
19470306,  -0.13
19470307,   1.28
19470308,   0.28
19470310,   0.25
19470311,   0.51
19470312,  -0.59
19470313,   0.26
19470314,   0.62
19470315,  -0.05
19470317,   0.35
19470318,  -0.31
19470319,  -0.67
19470320,   0.24
19470321,  -0.63
19470322,   0.20
19470324,   0.13
19470325,   0.84
19470326,  -0.56
19470327,  -0.54
19470328,   0.16
19470329,   0.15
19470331,   0.91
19470401,   0.03
19470402,  -0.20
19470403,   0.12
19470405,   0.22
19470407,   0.59
19470408,   0.80
19470409,  -0.16
19470410,   0.15
19470411,   0.55
19470412,   1.10
19470414,   2.41
19470415,  -0.27
19470416,  -1.13
19470417,   0.05
19470418,   1.66
19470419,  -0.80
19470421,  -0.49
19470422,  -0.33
19470423,   0.24
19470424,   0.50
19470425,   0.94
19470426,  -0.22
19470428,  -0.08
19470429,   0.31
19470430,  -0.71
19470501,  -0.43
19470502,   0.09
19470503,   0.07
19470505,   0.33
19470506,   0.93
19470507,   0.18
19470508,   0.37
19470509,   0.45
19470510,   0.03
19470512,   0.65
19470513,   1.60
19470514,   0.54
19470515,  -0.60
19470516,   1.42
19470517,   1.21
19470519,   0.20
19470520,  -0.91
19470521,  -1.10
19470522,  -0.96
19470523,  -0.57
19470524,   0.05
19470526,   0.89
19470527,   0.18
19470528,  -1.44
19470529,  -0.43
19470602,   0.62
19470603,  -0.38
19470604,   0.13
19470605,   0.15
19470606,  -0.63
19470609,   0.47
19470610,  -0.23
19470611,  -1.73
19470612,  -0.25
19470613,   0.02
19470616,   0.22
19470617,  -0.07
19470618,   0.15
19470619,  -0.43
19470620,  -0.68
19470623,  -0.55
19470624,   1.13
19470625,  -0.17
19470626,  -0.09
19470627,   0.22
19470630,  -0.11
19470701,  -0.93
19470702,   0.08
19470703,  -0.79
19470707,   0.08
19470708,  -0.27
19470709,   0.07
19470710,  -0.29
19470711,  -0.19
19470714,  -0.54
19470715,  -0.24
19470716,   0.11
19470717,  -0.01
19470718,   0.05
19470721,   0.05
19470722,  -0.03
19470723,  -0.16
19470724,   0.17
19470725,  -0.20
19470728,   0.38
19470729,   0.53
19470730,   0.23
19470731,  -0.60
19470801,   0.12
19470804,   0.21
19470805,   0.21
19470806,   0.01
19470807,   0.58
19470808,  -0.28
19470811,  -0.04
19470812,  -0.45
19470813,   0.11
19470814,  -0.05
19470815,  -0.04
19470818,   0.30
19470819,  -0.12
19470820,   0.09
19470821,  -0.11
19470822,   0.17
19470825,   0.38
19470826,   0.10
19470827,  -0.15
19470828,   0.11
19470829,   0.14
19470902,  -0.20
19470903,  -0.22
19470904,   0.08
19470905,   0.18
19470908,  -0.13
19470909,  -0.16
19470910,  -0.26
19470911,  -0.15
19470912,   0.14
19470915,  -0.03
19470916,   0.00
19470917,   0.18
19470918,   0.22
19470919,   0.18
19470922,   0.19
19470923,  -0.02
19470924,   0.02
19470925,  -0.23
19470926,   0.12
19470929,   0.07
19470930,   0.24
19471001,  -0.02
19471002,  -0.04
19471003,   0.07
19471004,   0.05
19471006,   0.12
19471007,  -0.12
19471008,  -0.06
19471009,  -0.05
19471010,  -0.05
19471011,   0.11
19471014,   0.41
19471015,  -0.78
19471016,  -0.47
19471017,   0.00
19471018,  -0.25
19471020,   0.43
19471021,   0.08
19471022,   0.40
19471023,  -0.04
19471024,  -0.09
19471025,  -0.12
19471027,  -0.07
19471028,   0.01
19471029,   0.27
19471030,  -0.14
19471031,   0.31
19471101,  -0.04
19471103,  -0.05
19471105,   0.19
19471106,   0.06
19471107,   0.13
19471108,  -0.26
19471110,  -0.09
19471112,  -0.05
19471113,  -0.35
19471114,  -0.07
19471115,   0.04
19471117,   0.04
19471118,   0.25
19471119,  -0.08
19471120,  -0.09
19471121,   0.16
19471122,   0.01
19471124,   0.04
19471125,   0.13
19471126,  -0.12
19471128,   0.15
19471129,  -0.04
19471201,  -0.16
19471202,   0.14
19471203,   0.01
19471204,   0.30
19471205,   0.15
19471206,  -0.31
19471208,   0.07
19471209,  -0.04
19471210,   0.11
19471211,   0.08
19471212,   0.03
19471213,   0.41
19471215,   0.13
19471216,  -0.39
19471217,   0.14
19471218,   0.21
19471219,  -0.17
19471220,   0.23
19471222,  -0.01
19471223,  -0.16
19471224,   0.17
19471226,   0.17
19471227,   0.08
19471229,  -0.05
19471230,  -0.07
19471231,   0.15
19480102,  -0.03
19480105,   0.00
19480106,   0.36
19480107,  -0.08
19480108,  -0.14
19480109,   0.04
19480110,   0.12
19480112,  -0.03
19480113,   0.05
19480114,   0.12
19480115,   0.20
19480116,   0.10
19480117,  -0.08
19480119,   0.48
19480120,  -0.07
19480121,   0.04
19480122,   0.29
19480123,   0.05
19480124,   0.04
19480126,   0.26
19480127,  -0.33
19480128,   0.19
19480129,  -0.31
19480130,   0.21
19480131,  -0.06
19480202,  -0.07
19480203,   0.09
19480204,  -0.26
19480205,   0.31
19480206,   0.19
19480207,  -0.11
19480209,   0.15
19480210,   0.84
19480211,   0.14
19480213,   0.01
19480214,  -0.26
19480216,  -0.13
19480217,  -0.31
19480218,   0.36
19480219,   0.15
19480220,  -0.10
19480221,   0.02
19480224,   0.05
19480225,  -0.15
19480226,   0.02
19480227,   0.40
19480228,   0.10
19480301,   0.09
19480302,  -0.13
19480303,  -0.22
19480304,  -0.18
19480305,   0.01
19480306,  -0.23
19480308,   0.29
19480309,  -0.02
19480310,  -0.15
19480311,   0.22
19480312,  -0.34
19480313,   0.03
19480315,   0.40
19480316,   0.59
19480317,  -0.15
19480318,  -0.64
19480319,  -0.17
19480320,  -0.18
19480322,  -0.08
19480323,  -0.06
19480324,  -0.14
19480325,   0.00
19480327,  -0.14
19480329,   0.03
19480330,  -0.29
19480331,   0.09
19480401,  -0.26
19480402,  -0.12
19480403,  -0.20
19480405,  -0.09
19480406,   0.39
19480407,   0.14
19480408,  -0.15
19480409,  -0.22
19480410,   0.05
19480412,  -0.35
19480413,   0.11
19480414,  -0.10
19480415,  -0.01
19480416,  -0.19
19480417,   0.06
19480419,   0.12
19480420,   0.08
19480421,   0.30
19480422,   0.51
19480423,   0.44
19480424,   0.11
19480426,  -0.29
19480427,  -0.02
19480428,  -0.11
19480429,  -0.40
19480430,  -0.12
19480501,  -0.11
19480503,   0.34
19480504,   0.20
19480505,  -0.27
19480506,  -0.08
19480507,  -0.21
19480508,  -0.09
19480510,  -0.13
19480511,  -0.17
19480512,  -0.29
19480513,  -0.20
19480514,   0.52
19480515,  -0.10
19480517,   0.15
19480518,  -0.25
19480519,  -0.31
19480520,  -0.13
19480521,   0.01
19480522,  -0.28
19480524,   0.18
19480525,  -0.04
19480526,  -0.09
19480527,   0.01
19480528,  -0.07
19480601,  -0.05
19480602,   0.13
19480603,  -0.05
19480604,   0.05
19480607,  -0.01
19480608,  -0.11
19480609,  -0.09
19480610,  -0.05
19480611,  -0.04
19480614,   0.55
19480615,  -0.12
