date,GOOG,AAPL,FB,BABA,AMZN,GE,AMD,WMT,BAC,GM,T,UAA,SHLD,XOM,RRC,BBY,MA,PFE,JPM,SBUX
2017-07-12,943.830017,144.062576,158.899994,149.0,1006.51001,25.922062,14.29,72.659409,24.033104,34.474419,35.394012,19.959999,7.64,78.643349,21.700443,52.361515,124.7118,32.301502,91.034111,57.657097
2017-07-13,947.159973,146.069214,159.259995,149.520004,1000.630005,26.126863,13.53,73.750191,24.299591,34.82402,34.798183,19.93,8.19,78.653061,22.148798,53.697575,124.900948,32.35984,91.614693,57.499512
2017-07-14,955.98999,147.32457,159.970001,151.830002,1001.809998,26.117113,13.92,75.017845,23.894924,35.299858,34.884674,20.389999,8.06,78.954185,22.228506,54.287006,126.433968,32.505695,90.778259,57.873775
2017-07-17,953.419983,147.838593,159.729996,151.229996,1010.039978,26.156122,13.8,75.047333,23.707399,35.329002,34.971165,20.450001,9.04,78.546211,22.407848,55.013981,126.852043,32.330669,89.931976,57.450264
2017-07-18,965.400024,148.352615,162.860001,153.75,1024.449951,26.224386,13.48,74.880272,23.588961,35.377552,34.586761,20.219999,9.01,78.29364,22.059126,54.807678,127.150696,32.43763,89.617081,57.332073
2017-07-19,970.890015,149.281784,164.139999,153.149994,1026.869995,26.273151,13.55,74.555984,23.746876,35.416401,34.721302,20.49,8.68,78.536484,22.497522,55.180984,127.459282,32.690437,89.745003,57.233582
2017-07-20,968.150024,148.609619,164.529999,152.110001,1028.699951,26.029339,13.8,74.703392,23.628439,35.358131,35.0961,20.639999,9.6,78.546211,21.560953,53.009899,127.887337,32.612652,89.745003,57.154785
2017-07-21,972.919983,148.540421,164.429993,151.889999,1025.670044,25.268646,13.88,74.831139,23.490261,35.02795,35.086487,20.639999,8.83,77.827377,20.933254,53.186729,128.683716,32.55431,89.439957,57.105541
2017-07-24,980.340027,150.339478,166.0,152.259995,1038.949951,24.800528,14.16,75.558327,23.598827,34.785175,34.817406,20.27,8.4,77.584534,20.345409,53.835106,128.932571,32.398735,89.82373,57.144939
2017-07-25,950.700012,150.981995,165.279999,152.440002,1039.869995,24.810282,14.11,77.160095,24.161411,34.542397,34.807796,20.110001,8.81,77.973083,21.740295,54.345951,129.390472,32.184814,91.319481,57.666943
2017-07-26,947.799988,151.69371,165.610001,155.789993,1052.800049,24.956568,14.76,77.533516,23.894924,34.590954,36.547222,19.65,8.76,78.070229,21.780149,54.591553,130.39592,31.980621,90.463364,57.066143
2017-07-27,934.090027,148.827087,170.440002,154.149994,1046.0,25.151617,14.12,78.39827,23.796228,34.901707,37.873413,19.42,9.3,78.517059,22.138834,56.04549,128.34523,32.087578,90.089424,58.602615
2017-07-28,941.530029,147.779297,172.449997,157.559998,1020.039978,24.898052,13.95,78.42775,23.717268,34.736618,37.479408,19.440001,9.21,77.32225,21.790115,56.625103,127.32988,32.233433,89.82373,53.18557
2017-07-31,930.5,147.018143,169.25,154.949997,987.780029,24.976074,13.61,78.604637,23.806099,34.940552,37.479408,20.02,8.72,77.749664,21.03289,57.312778,127.220367,32.24316,90.335442,53.165867
2017-08-01,930.830017,148.322952,169.860001,154.729996,996.190002,24.810282,13.71,79.105797,24.131802,33.755795,37.364082,18.299999,8.48,77.875946,20.225847,58.432705,128.90271,32.165371,91.545807,53.904556
2017-08-02,930.390015,155.331345,169.300003,151.910004,995.890015,24.888302,13.37,79.135277,24.269979,33.814064,36.777866,18.559999,8.14,78.29364,17.834616,58.334469,130.017639,32.322464,91.624527,54.594002
2017-08-03,923.650024,153.779419,168.589996,153.320007,986.919983,25.12236,13.24,79.469391,24.052843,33.765511,36.787476,18.309999,8.67,78.18679,17.715054,58.639008,129.300903,32.823212,91.024269,54.840229
2017-08-04,927.960022,154.589981,169.619995,153.330002,987.580017,25.141865,13.12,79.086151,24.645033,34.251068,36.931625,18.389999,8.33,77.914803,17.814686,59.218616,129.231216,33.029396,92.165771,54.603848
2017-08-07,929.359985,156.982132,171.979996,158.839996,992.27002,24.995577,13.43,79.872292,24.635164,34.280197,37.018116,18.559999,8.59,77.866234,17.286625,60.672562,129.788666,32.705387,92.520012,54.790981
2017-08-08,926.789978,158.237503,171.229996,157.5,989.840027,24.927309,13.11,80.176926,24.575945,34.367596,36.864357,19.25,8.87,77.671959,16.908012,60.397488,129.251129,32.675934,92.18544,53.940128
2017-08-09,922.900024,159.206223,171.179993,157.490005,982.01001,25.073597,12.83,80.701019,24.418028,34.260773,36.864357,19.1,9.35,77.914803,16.768524,59.994709,129.131668,32.842846,92.037842,53.16843
2017-08-10,907.23999,154.135223,167.399994,151.770004,956.919983,24.673744,12.12,79.761597,23.806099,33.872337,36.700981,18.709999,8.75,77.453827,16.858194,58.727425,127.090965,32.813389,90.719215,52.50555
2017-08-11,914.390015,156.278748,168.080002,151.699997,967.98999,24.576221,12.23,79.504494,23.549482,33.920887,36.614494,18.549999,8.88,76.70842,16.748594,59.012314,127.96698,32.646477,89.961494,52.614384
2017-08-14,922.669983,158.630661,170.75,154.610001,983.299988,24.732264,12.76,79.801147,24.102192,34.44529,36.998898,18.83,8.61,76.728043,16.858194,59.641045,130.495438,32.705387,91.01442,52.653957
2017-08-15,922.219971,160.36731,171.0,157.75,982.73999,24.517706,13.02,79.870369,24.151541,34.513268,36.672153,18.219999,8.63,76.541679,17.545677,57.931686,130.983231,32.774117,91.250603,52.584702
2017-08-16,926.960022,159.72226,170.0,159.5,978.179993,24.478697,12.63,80.078041,23.875187,34.717197,36.739426,18.18,8.55,75.982628,17.465967,59.601753,131.769653,32.754482,90.620804,52.930977
2017-08-17,910.97998,156.655838,166.910004,163.919998,960.570007,24.13736,12.34,78.812286,23.332344,33.988865,36.133987,17.809999,8.2,74.795853,17.396221,59.090908,130.286423,32.351921,89.203781,52.475868
2017-08-18,910.669983,156.298584,167.410004,167.5,958.469971,23.94231,12.37,78.426636,23.312605,33.82378,35.912956,17.120001,8.65,75.168564,17.87447,58.422886,130.545212,32.077003,89.292343,52.139488
2017-08-21,906.659973,156.010803,167.779999,169.25,953.289978,23.883795,12.05,78.822174,23.075727,33.901466,36.114769,16.59,8.55,74.913551,17.535711,59.385628,131.341599,32.165371,89.184097,52.584702
2017-08-22,924.690002,158.561203,169.639999,174.460007,966.900024,23.991074,12.17,79.128723,23.519871,34.280197,36.499172,16.780001,9.03,75.26664,17.894396,60.702034,133.193161,32.548294,90.099266,53.870872
2017-08-23,927.0,158.759674,168.710007,175.800003,958.0,23.78627,12.48,79.069397,23.450781,34.46471,36.441513,16.99,8.57,75.139137,18.312862,61.006573,132.466476,32.636662,90.207512,53.504814
2017-08-24,921.280029,158.055084,167.740005,175.0,952.450012,23.698498,12.5,77.467438,23.529739,34.493843,36.210869,17.049999,8.55,74.86451,18.532057,60.711853,132.356979,32.626839,90.059898,53.366299
2017-08-25,915.890015,158.640594,166.320007,171.740005,945.26001,23.883795,12.43,77.754204,23.460651,34.571529,36.508785,17.18,8.52,75.247032,18.103628,60.780621,132.147919,32.783936,90.423996,53.781834
2017-08-28,913.809998,160.238312,167.240005,168.300003,946.02002,23.864292,12.23,77.160889,23.411301,34.484131,36.460728,16.93,8.62,75.001823,17.525745,61.37006,133.24295,32.862488,90.138626,53.821407
2017-08-29,921.289978,161.667328,168.050003,167.410004,954.059998,23.835033,12.15,77.892639,23.273125,34.493843,36.374241,16.43,8.46,74.982208,17.336441,54.051239,133.232986,32.891937,89.646606,53.524593
2017-08-30,929.570007,162.103973,169.919998,171.25,967.590027,23.678995,12.67,77.665215,23.679859,34.785175,36.201256,16.23,8.29,74.638931,17.296589,53.235847,133.193161,32.842846,89.853249,53.940128
2017-08-31,939.330017,162.749008,171.970001,171.740005,980.599976,23.94231,13.0,77.200447,23.699697,35.484375,35.999447,16.15,8.21,74.86451,17.296589,53.304615,132.695419,33.304314,89.439957,54.276516
2017-09-01,937.340027,162.798615,172.020004,171.039993,978.25,24.517706,13.19,77.497108,23.898106,36.280685,36.018665,16.370001,7.85,75.099907,17.784798,53.520744,132.635712,33.34359,90.237022,54.345772
2017-09-05,928.450012,160.843658,170.720001,169.919998,965.27002,24.13736,12.92,78.911179,23.124319,36.154442,35.643875,16.76,7.54,75.698196,17.884432,54.287006,132.058334,33.186493,88.081963,54.543644
2017-09-06,927.809998,160.674957,172.089996,168.139999,967.799988,24.303152,12.86,79.188065,23.223522,36.581726,35.14415,17.030001,7.73,77.267479,18.253082,54.67997,132.287277,33.373047,88.672394,53.732365
2017-09-07,935.950012,160.029892,173.210007,170.479996,979.469971,23.42543,12.63,79.227615,22.787027,36.208946,34.211964,17.33,7.89,77.512672,17.844578,55.023804,135.910767,33.373047,87.117599,52.901299
2017-09-08,926.5,157.419983,170.949997,169.0,965.900024,23.230379,12.25,78.001419,22.707664,36.297237,34.202358,17.42,7.63,77.306709,16.519438,54.522781,136.597656,33.481045,87.009354,52.921085
2017-09-11,929.080017,160.268082,173.509995,174.059998,977.960022,23.132854,12.55,78.199203,23.17392,36.640587,34.346508,17.42,7.52,77.728455,16.908012,54.974682,141.346024,33.697056,88.357498,53.44545
2017-09-12,932.070007,159.63295,172.960007,175.309998,982.580017,23.318151,12.3,78.723297,23.759222,37.170334,34.846233,17.540001,7.62,77.973648,17.854542,55.79007,141.774063,34.727997,89.439957,52.970554
2017-09-13,935.090027,158.432175,173.050003,178.970001,999.599976,23.513203,12.22,78.970512,24.136192,37.484257,35.124928,18.120001,7.69,78.238464,18.183336,57.568195,139.464584,34.423626,89.695808,53.712578
2017-09-14,925.109985,157.072632,170.960007,177.100006,992.210022,23.659489,12.26,78.792519,24.046911,38.053242,34.903896,17.950001,7.58,78.552322,18.73193,57.352074,140.828384,35.081463,89.518684,53.95002
2017-09-15,920.289978,158.660431,171.639999,176.699997,986.789978,23.570841,12.52,79.484718,24.185795,38.141529,35.653481,17.790001,7.65,78.532707,18.492544,57.578022,140.937866,34.718178,90.15831,54.088531
2017-09-18,915.0,157.459656,170.009995,179.979996,974.190002,24.092884,13.08,79.108948,24.503246,37.85704,35.961006,17.370001,7.52,78.552322,19.091007,56.668949,140.758682,34.904728,91.437561,54.108318
2017-09-19,921.809998,157.519196,172.520004,180.070007,969.859985,23.836788,13.12,79.158394,24.661972,37.964951,36.720207,16.809999,7.26,78.679832,18.991264,52.133457,141.84375,34.806545,92.441292,54.039066
2017-09-20,931.580017,154.879501,172.169998,177.949997,973.210022,23.954987,13.74,79.603386,24.860378,38.141529,36.931625,16.540001,7.21,79.003494,19.210701,51.965477,141.594894,35.336746,93.090759,54.563431
2017-09-21,932.450012,152.21994,171.110001,177.389999,964.650024,24.378532,13.41,79.118835,24.959581,38.357349,36.729816,16.49,7.05,78.356163,18.751877,53.30933,141.077225,35.317104,93.513908,54.424919
2017-09-22,928.530029,150.731384,170.539993,178.139999,955.099976,24.496731,13.3,78.64418,24.820698,38.671272,37.085392,16.41,7.11,78.385582,18.871571,53.259922,141.246475,35.307285,93.317093,54.504066
2017-09-25,920.969971,149.401596,162.869995,169.589996,939.789978,24.73313,12.61,78.268417,24.562769,39.534557,37.594723,16.74,7.14,79.42524,19.180777,53.526711,137.941528,34.865452,92.618431,54.365555
2017-09-26,924.859985,151.971832,164.210007,167.020004,938.599976,24.555832,12.45,78.505745,24.612371,39.495319,37.210323,16.540001,7.16,79.336967,19.72937,53.991135,137.742432,34.659267,92.205116,54.543644
2017-09-27,944.48999,153.053528,167.679993,170.990005,950.869995,24.004236,12.74,78.40686,25.207592,39.809246,37.258373,16.42,7.28,79.8666,20.357756,55.997025,139.03653,34.806545,93.661507,54.405132
2017-09-28,949.5,152.110779,168.729996,170.240005,956.400024,23.876186,12.74,78.070648,25.247272,39.809246,37.517841,16.459999,7.59,80.612007,19.669521,56.155128,139.564133,34.953823,93.858315,53.920345
2017-09-29,959.109985,152.944366,170.869995,172.710007,961.349976,23.817087,12.75,77.269669,25.138147,39.613041,37.642773,16.48,7.3,80.406036,19.519907,56.283581,140.559601,35.052006,93.986244,53.138744
2017-10-02,953.27002,152.636734,169.470001,173.610001,959.190002,24.201235,12.71,77.57621,25.41592,41.349422,37.585117,16.6,7.08,80.062752,20.367731,56.738117,141.176788,35.415291,95.295029,53.237686
2017-10-03,957.789978,153.30162,169.960007,178.559998,957.099976,24.427782,13.42,78.337639,25.654007,42.624733,37.940689,16.709999,7.08,80.190262,19.948805,56.234173,142.371353,35.48402,95.796883,53.415768
2017-10-04,951.679993,152.30925,168.419998,178.710007,965.450012,24.112583,13.31,78.209084,25.505199,42.94846,37.959908,16.469999,7.19,80.219688,20.158268,56.471329,141.445557,35.307285,94.822685,53.356407
2017-10-05,969.960022,154.204681,171.240005,178.889999,980.849976,24.171686,13.34,78.52552,25.921854,43.017128,37.969517,16.530001,7.29,80.445259,20.527321,56.807289,143.319931,35.346561,96.099518,54.019276
2017-10-06,978.890015,154.115372,172.229996,179.199997,989.580017,24.023935,13.23,78.120087,26.001217,44.076618,37.551098,17.02,7.11,80.14122,19.938831,58.062202,143.090637,35.395653,95.931252,54.583214
2017-10-09,977.0,154.651245,172.5,182.089996,990.98999,23.078344,13.47,79.633041,25.644087,44.469025,37.268902,16.65,7.08,80.45507,19.679497,58.338882,144.117554,35.48402,95.42646,54.434811
2017-10-10,972.599976,154.710785,171.589996,183.119995,987.200012,23.009396,13.7,83.192947,25.72345,44.351299,37.46352,16.84,6.7,80.680664,19.559805,56.491085,145.214249,35.739304,96.139114,54.830555
2017-10-11,989.25,155.355835,172.740005,184.690002,995.0,22.723745,13.88,84.775131,25.624245,44.606365,37.161861,16.52,6.24,81.01413,19.878986,54.811279,146.41066,35.788395,95.852074,55.048218
2017-10-12,987.830017,154.810028,172.550003,180.529999,1000.929993,22.704046,14.2,85.140999,25.247272,44.03738,34.894592,16.549999,6.2,80.847397,19.749317,54.475315,146.300995,35.690205,95.010742,55.37471
2017-10-13,989.679993,155.792496,173.740005,178.449997,1002.940002,22.635098,14.22,85.655212,25.624245,45.008579,34.738899,16.190001,6.77,80.827789,19.390242,54.445671,146.8992,35.680389,94.882072,55.127365
2017-10-16,992.0,158.660431,174.520004,179.559998,1006.340027,23.009396,14.26,84.785011,26.030979,44.89085,35.196243,16.25,5.99,81.2201,19.46006,54.257927,145.782547,35.326923,96.841866,54.325981
2017-10-17,992.179993,159.245941,176.110001,175.320007,1009.130005,22.841946,14.16,85.022346,25.991299,44.164909,35.254631,16.309999,5.79,81.367226,19.400215,54.001019,145.493408,35.542934,96.624115,53.930237
2017-10-18,992.809998,158.541336,176.029999,179.610001,997.0,22.772999,14.07,85.259674,26.269066,44.263008,34.748631,16.33,6.05,81.171066,18.951365,54.801392,145.75264,35.179649,96.990334,54.622791
2017-10-19,984.450012,154.790176,174.559998,177.929993,986.609985,23.226093,13.95,85.437668,26.368271,44.48864,34.729168,16.450001,6.06,81.151443,18.951365,54.801392,144.546249,35.582207,97.109116,54.810772
2017-10-20,988.200012,155.058121,174.979996,177.320007,982.909973,23.47234,13.81,86.466087,26.953571,44.743706,34.583206,17.48,6.55,81.514343,18.811726,55.167004,144.945053,35.758934,98.494835,53.989597
2017-10-23,968.450012,154.978729,171.270004,173.130005,966.299988,21.985004,14.1,87.662613,26.943649,44.292442,34.301014,16.85,6.56,81.641846,18.402775,55.354744,145.124512,35.739304,98.326561,53.692791
2017-10-24,970.539978,155.901642,171.800003,173.699997,975.900024,21.561457,14.25,87.000069,27.459509,45.597179,33.921513,16.299999,5.99,81.867432,18.542416,55.977264,145.3638,35.61166,99.89045,53.702682
2017-10-25,973.330017,155.216904,170.600006,170.220001,972.909973,21.177311,12.33,87.494507,27.409906,44.263008,32.588398,16.01,5.76,81.573189,18.03372,54.514839,145.80249,35.503654,99.989426,53.583961
2017-10-26,972.559998,156.209274,170.630005,170.320007,972.429993,21.000011,12.01,87.632942,27.51903,44.390541,32.773281,16.379999,6.06,81.867432,17.674643,55.285576,146.151428,35.091282,100.70208,54.325981
2017-10-27,1019.27002,161.806259,177.880005,176.149994,1100.949951,20.477968,11.84,87.18795,27.578552,43.792126,33.055473,16.040001,5.75,82.102821,18.013771,54.544483,148.075668,34.953823,100.731773,54.296299
2017-10-30,1017.109985,165.448257,179.869995,181.580002,1110.849976,20.10367,10.89,85.981537,27.380146,42.546249,32.637051,16.41,5.64,81.936081,17.904053,54.722343,148.504379,34.511993,100.375458,54.583214
2017-10-31,1016.640015,167.750549,180.059998,184.889999,1105.280029,19.857422,10.99,86.337532,27.171818,42.163654,32.744091,12.52,5.51,81.749733,18.063644,55.31522,148.324921,34.423626,99.583618,54.256725
2017-11-01,1025.5,165.616959,182.660004,186.080002,1103.680054,19.719524,10.8,86.960518,27.310703,42.31081,32.646782,12.05,5.13,82.259758,18.382826,55.34486,148.44455,34.619991,99.89045,54.543644
2017-11-02,1025.579956,166.827652,178.919998,184.809998,1094.219971,19.640724,10.85,87.810936,27.647995,41.790874,32.277008,11.78,5.43,81.92627,17.824259,56.659069,147.806473,34.81636,100.553604,54.286407
2017-11-03,1032.47998,171.184174,178.919998,183.210007,1111.599976,19.837723,11.12,88.681129,27.598392,41.535812,32.403511,11.61,5.17,81.583,18.083591,56.244053,148.843353,34.904728,100.375458,55.434067
2017-11-06,1025.900024,172.920822,180.169998,187.839996,1120.660034,19.827871,11.93,87.712044,27.528952,41.339611,31.975357,12.02,5.24,82.142052,19.130905,55.720348,149.640961,34.678902,99.751877,55.968323
2017-11-07,1033.329956,173.476532,180.25,188.509995,1123.170044,19.906672,12.05,87.959267,26.963491,40.90797,32.179703,11.88,5.0,81.975319,18.921442,54.475315,149.521317,34.718178,97.742592,56.611412
2017-11-08,1039.849976,174.895645,179.559998,185.899994,1132.880005,19.818024,11.71,89.254677,26.576599,41.310184,32.539742,11.97,4.7,81.867432,18.572338,55.878452,149.521317,34.69854,96.643913,57.294071
2017-11-09,1031.26001,174.538391,179.300003,185.130005,1129.130005,19.689974,11.12,89.294235,26.278988,41.310184,33.084667,12.01,4.6,82.357834,18.851622,55.265816,148.843353,34.876888,96.63401,56.749924
2017-11-10,1028.069946,173.960739,178.460007,186.410004,1125.349976,20.18247,11.26,89.907318,26.29883,41.849735,33.298744,12.52,4.57,82.100464,19.180777,56.006908,149.092606,34.857071,96.515244,56.433331
2017-11-13,1025.75,173.26358,178.770004,184.539993,1129.170044,18.734533,11.09,89.97654,26.189703,42.742451,33.250088,12.17,4.12,82.050964,18.53244,56.293465,149.242172,34.975971,96.861664,56.037579
2017-11-14,1026.0,170.644257,178.070007,181.789993,1136.839966,17.631342,11.12,90.075424,26.030979,42.183277,32.812206,12.15,3.81,81.407547,17.30559,56.520733,149.501373,35.055237,96.277679,56.324497
2017-11-15,1020.909973,168.393448,177.949997,181.479996,1126.689941,17.985939,11.07,88.829468,26.576599,42.045937,32.89978,12.41,4.17,80.38797,17.03628,56.619541,147.88623,35.035419,97.188301,56.394123
2017-11-16,1032.5,170.405243,179.589996,185.429993,1137.290039,17.976089,11.25,98.510422,26.546837,42.771877,33.590668,12.76,4.57,79.744553,17.155973,54.593887,149.880249,35.233585,97.465446,56.93121
2017-11-17,1019.090027,169.459091,179.0,185.130005,1129.880005,17.936689,11.38,96.384369,26.407953,43.046562,33.580933,13.08,4.23,79.427788,17.98385,55.167004,148.574173,35.045326,97.138809,56.622879
2017-11-20,1018.380005,169.28978,178.740005,188.0,1126.310059,17.710142,11.34,96.394257,26.526997,44.027569,33.707436,13.44,4.01,79.734657,17.255716,55.680828,149.112549,35.025509,97.999939,56.503529
2017-11-21,1034.48999,172.436951,181.860001,190.899994,1139.48999,17.562393,11.4,95.444946,26.517075,44.11586,33.405785,12.85,3.89,80.051414,17.136024,55.394272,152.053726,35.213768,97.920753,56.951099
2017-11-22,1035.959961,174.249573,180.869995,189.839996,1156.160034,17.877588,11.37,95.336182,26.447634,43.448776,33.931244,13.09,3.8,80.279083,17.64472,55.819168,150.797485,35.104778,97.633705,56.831745
2017-11-24,1040.609985,174.259521,182.779999,191.190002,1186.0,17.916992,11.38,95.543831,26.378193,43.615547,33.87286,12.99,3.82,80.595848,17.325539,56.323109,152.283035,35.16423,97.316971,56.49358
2017-11-27,1054.209961,173.383087,183.029999,188.029999,1195.829956,17.848042,11.55,95.543831,26.378193,43.331051,33.746361,12.68,3.9,80.288986,17.604822,56.342869,152.51236,35.16423,96.930954,55.608383
2017-11-28,1047.410034,172.367249,182.419998,186.690002,1193.599976,18.133688,11.17,95.692162,27.419827,44.066811,34.466434,12.88,4.17,80.843315,17.933977,57.360638,153.728699,35.52092,100.325966,56.354336
2017-11-29,1021.659973,168.791809,175.130005,179.910004,1161.27002,18.202637,10.83,96.473358,28.054729,42.977894,35.497902,13.57,4.21,81.437241,17.953926,58.131378,147.906174,35.877617,102.671783,57.199749
2017-11-30,1021.409973,171.152191,177.179993,177.080002,1176.75,18.01549,10.89,96.147049,28.064692,42.271568,35.400593,13.29,4.08,82.446922,17.973875,58.902115,150.019836,35.927158,103.45372,57.50808
2017-12-01,1010.169983,170.355438,175.100006,174.610001,1162.349976,17.611641,10.73,96.265701,27.994953,41.977268,35.517361,13.15,3.87,82.615196,18.452646,59.633324,149.242172,36.016331,103.72097,57.010777
2017-12-04,998.679993,169.110519,171.470001,169.580002,1133.949951,17.680593,10.03,95.929489,28.951363,42.232327,36.266632,13.35,3.93,82.724083,17.824259,61.807198,143.000885,35.728996,105.858932,58.443005
2017-12-05,1005.150024,168.951172,172.830002,168.960007,1141.569946,17.493444,9.91,96.740356,28.82185,41.987076,35.566013,13.01,4.08,82.050964,17.235769,61.243965,144.695816,35.302944,104.641479,59.019878
2017-12-06,1018.380005,168.323715,176.059998,172.630005,1152.349976,17.394945,10.0,96.196487,28.532932,41.349422,35.137863,12.89,4.14,81.447144,16.457764,60.578274,146.978943,35.233585,103.859543,58.960201
2017-12-07,1030.930054,168.632477,180.139999,174.470001,1159.790039,17.444193,10.04,96.206421,28.672411,41.596905,35.196243,13.28,4.42,81.714409,15.909173,61.094933,149.002884,35.174133,103.552711,58.820957
2017-12-08,1037.050049,168.682251,179.0,177.619995,1162.0,17.444193,9.94,95.977791,28.941401,41.596905,35.741169,13.63,4.29,81.823296,16.038839,63.380157,149.441559,35.411934,104.849335,58.293816
2017-12-11,1041.099976,171.968857,179.039993,179.289993,1168.920044,17.385094,10.16,96.355537,28.831814,41.250427,35.906597,13.5,4.25,82.189552,16.657253,63.211246,150.428619,35.877617,104.542503,58.751335
2017-12-12,1040.47998,171.002792,176.960007,174.639999,1165.079956,17.641191,9.9,96.126892,29.210392,41.111839,37.074284,13.59,4.0,81.922287,16.308149,63.111889,152.043762,36.244225,105.759949,58.950256
2017-12-13,1040.609985,171.570496,178.300003,176.470001,1164.130005,17.493444,10.11,97.180618,28.732187,40.98315,37.015903,13.62,4.01,82.278641,16.198431,63.976299,151.236176,36.303669,104.433624,59.169071
2017-12-14,1049.150024,171.520691,178.389999,171.75,1174.26001,17.375244,10.13,96.554344,28.622597,40.39909,36.72398,13.82,3.87,82.060867,15.968737,63.340412,151.475464,36.12532,103.5923,59.377937
2017-12-15,1064.189941,173.26358,180.179993,173.550003,1179.140015,17.552544,10.29,96.53447,28.93144,40.537678,37.210518,15.17,3.83,82.189552,15.609216,64.900322,152.941055,36.858532,105.05719,57.975544
2017-12-18,1077.140015,175.703629,180.820007,173.369995,1190.579956,17.493444,10.98,97.319786,29.369793,41.725597,37.424595,15.65,3.92,82.100464,15.888843,66.579468,152.661896,36.789173,105.868828,57.716946
2017-12-19,1070.680054,173.831268,179.509995,171.279999,1187.380005,17.325996,10.95,98.214455,29.339907,42.062176,37.025631,15.43,3.86,81.605522,15.679122,65.377243,151.226196,36.600914,105.423424,57.697052
2017-12-20,1064.949951,173.642044,177.889999,172.639999,1177.619995,17.188097,10.98,98.164749,29.369793,42.091869,37.512173,15.17,3.8,82.031174,15.788977,66.30127,150.996902,36.12532,105.05719,57.418564
2017-12-21,1063.630005,174.299362,177.449997,175.320007,1174.76001,17.207796,10.89,97.478836,29.708523,41.735497,37.83329,15.51,3.78,83.001251,16.478058,66.649017,150.079651,35.907345,106.729958,57.269375
2017-12-22,1060.119995,174.299362,177.199997,176.289993,1168.359985,17.237345,10.54,97.627945,29.768297,41.596905,37.89167,15.5,3.76,83.120033,16.43811,66.678825,150.398697,35.808258,106.353828,56.990883
2017-12-26,1056.73999,169.877396,175.990005,172.330002,1176.76001,17.286936,10.46,98.572319,29.668673,41.37912,38.008446,15.66,3.77,83.129936,16.967407,67.582977,150.827393,35.877617,105.928223,56.831745
2017-12-27,1049.369995,169.907272,177.619995,172.970001,1182.26001,17.237345,10.53,98.67173,29.618858,40.894054,37.843018,15.73,3.72,83.050743,16.937447,67.920792,150.947037,35.996517,106.126175,56.961044
2017-12-28,1048.140015,170.385315,177.919998,172.300003,1186.099976,17.21751,10.55,98.810898,29.688597,40.963348,38.12521,15.52,3.6,83.169525,17.586584,67.980408,151.315948,36.036148,106.690361,57.498135
2017-12-29,1046.400024,168.542831,176.460007,172.429993,1169.469971,17.306772,10.28,98.164749,29.409645,40.577278,37.83329,14.43,3.58,82.793373,17.037313,68.03009,150.907166,35.887527,105.849037,57.120182
2018-01-02,1065.0,171.560516,181.419998,183.649994,1189.01001,17.83242,10.98,98.005692,29.788223,41.37912,37.502445,15.03,3.78,84.169304,17.89617,68.71566,151.455536,36.105507,106.848724,57.319103
2018-01-03,1082.47998,171.53064,184.669998,184.0,1204.199951,18.001026,11.55,98.860596,29.688597,42.388851,36.636406,15.72,3.76,85.822395,17.786316,67.960541,153.359818,36.373028,106.957611,58.393276
2018-01-04,1086.400024,172.327393,184.330002,185.710007,1209.589966,18.377909,12.12,98.950066,30.077141,43.695557,36.976978,15.92,3.58,85.941185,17.376862,66.847733,155.343842,36.452293,108.489845,58.612091
2018-01-05,1102.22998,174.289398,186.850006,190.699997,1229.140015,18.387827,11.88,99.536568,30.216616,43.566868,37.113209,15.87,3.48,85.871895,16.737713,68.427521,158.564178,36.521652,107.793373,59.288422
2018-01-08,1106.939941,173.642044,188.279999,190.330002,1246.869995,18.129959,12.28,101.007797,30.007402,43.774754,37.220249,15.98,3.42,86.25795,16.827593,69.242249,159.043518,36.115414,107.952568,58.990044
2018-01-09,1106.26001,173.622116,187.869995,190.800003,1252.699951,18.407661,11.82,99.795029,30.156841,43.606464,36.963898,15.11,3.13,85.891693,17.037313,69.331673,159.273178,36.075783,108.499794,58.860741
2018-01-10,1102.609985,173.582275,187.839996,189.789993,1254.329956,18.774624,11.96,99.079292,30.435793,42.567039,36.106106,15.06,3.29,85.208679,16.757687,69.888069,159.632675,36.135231,109.693733,59.497288
2018-01-11,1105.52002,174.568268,187.770004,188.75,1276.680054,18.863886,12.14,99.427216,30.545382,43.745052,35.968071,15.3,3.32,86.050072,17.247036,71.249268,160.691162,36.224407,110.280754,59.676319
2018-01-12,1122.26001,176.370911,179.369995,187.789993,1305.199951,18.60602,12.02,100.272186,31.073402,43.626263,36.382179,15.12,3.6,86.634102,17.556622,72.779373,162.099167,36.20459,112.101524,60.074162
2018-01-16,1121.76001,175.474579,178.389999,182.399994,1304.859985,18.060534,11.91,100.093254,31.123215,43.745052,36.204704,13.81,3.52,86.089668,16.757687,71.934837,162.059204,36.264038,111.703545,60.233299
2018-01-17,1131.97998,178.372757,177.600006,183.830002,1295.0,17.207594,12.18,102.091331,31.063438,43.586666,36.332878,13.83,3.51,87.109245,16.757687,73.78289,164.086334,36.838715,112.419907,60.332756
2018-01-18,1129.790039,178.532104,179.800003,184.399994,1293.319946,16.632353,12.47,103.681854,31.362316,43.418381,36.62867,13.7,3.67,86.545013,16.448097,74.210129,165.244675,36.650459,112.688553,60.760437
