"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
0.0880837216688749,-0.025936168509487,0.0291073379541092,0.00558634161503386,-0.0131865797233355,0.0532432633181386,-0.00436018973989347,-0.0085031947632208,0.00734976088213335,0.0813381464732697,-0.0280520325214565,0.0199760195281044,0.0469670958653978,-0.0143330541271349,0.0412865832123806
0.0748908202340823,-0.0218758739234921,0.0268316512569105,0.00506766771920868,-0.0121716504021843,0.0445457688217999,-0.00398340772738658,-0.00764847034358376,0.00672932256784295,0.0813610898302352,-0.0275880171262862,0.0199928978339639,0.0453955496526516,-0.0141041981986111,0.0414131020914007
0.0679109841921819,-0.0194039843495509,0.0255452332426118,0.00497678807396586,-0.0130705675999083,0.0386513555820374,-0.00370317026158679,-0.00735751805341407,0.00708043934117749,0.0813839672443359,-0.0284799948226606,0.022570263566834,0.0483345042636058,-0.0164552325579015,0.0528145183576469
0.17663305995598,-0.0301685896095398,0.0412439082298619,0.00801846290843613,-0.0200771143144619,0.0359072905019005,-0.0035728589150319,-0.0071620337486343,0.00651215962582423,0.0814067791115393,-0.0288153432170817,0.021514769355161,0.0493859693469615,-0.0158762835689455,0.0480557714465018
0.132948930723809,-0.0252104210045951,0.0357886620211458,0.00670376737215075,-0.0179213143842204,0.0333300992459826,-0.00345451447304235,-0.00670990505793108,0.00644999688670271,0.0814295254609815,-0.0280782737521788,0.0221507069002393,0.0468079369351954,-0.0159217714141106,0.0509258288947946
0.121807892321535,-0.0240973341425703,0.0342456156736769,0.00646700871284104,-0.0168597244032277,0.0332306252362083,-0.00345475409132048,-0.00679425507750342,0.00632658121102032,0.0814522063846518,-0.0284920289891871,0.0217727249174373,0.0481073394231655,-0.0158792062322205,0.0491721569866542
0.0872697199540161,-0.0196822252159811,0.0289792809956788,0.00543373987707135,-0.0139259630222092,0.0309365806304585,-0.00334004324709344,-0.00654640260391897,0.00595133862388735,0.0814748221736721,-0.0284425722658126,0.0212543251922053,0.0478908224731243,-0.0154648172233655,0.0468222897834692
0.0737281684682964,-0.0174511908861909,0.0266292690317187,0.00483850103481109,-0.0125836484012611,0.028780287221302,-0.00322631735798944,-0.00615053679750491,0.00564033999061737,0.0814973730232556,-0.0276929938367401,0.0209004246508583,0.0453545055469871,-0.0147987368186344,0.0452406022427904
0.0677999584899601,-0.0207160393268332,0.0255245954287676,0.00465304842760317,-0.0127093852953922,0.0441862160144903,-0.00402216808442879,-0.00771870944522755,0.00739622235397967,0.0815198591755064,-0.0279212409684983,0.0220136641155435,0.0461321234381668,-0.0157528488775931,0.0502607072115882
0.0684371677530038,-0.019145626497116,0.0256411541821696,0.00463055415735917,-0.0126575785990664,0.0374538585138276,-0.00372546685832205,-0.00709328585578586,0.00678268820156881,0.0815422810014813,-0.0277181357302453,0.021853936051041,0.0456026650446684,-0.0155529299725793,0.0495312487353573
